Entry	Entry name	Protein names	Gene names	Organism	EC number	Mass	Cross-reference (PDB)	Gene ID
O34673	UXAA_BACSU	Altronate dehydratase (EC 4.2.1.7) (D-altronate hydro-lyase)	uxaA yjmJ BSU12390	Bacillus subtilis (strain 168)	4.2.1.7	54,872		BSU12390
P37810	ATPG_BACSU	ATP synthase gamma chain (ATP synthase F1 sector gamma subunit) (F-ATPase gamma subunit)	atpG BSU36820	Bacillus subtilis (strain 168)		31,655		BSU36820
P45858	MMGD_BACSU	Citrate/2-methylcitrate synthase (EC 2.3.3.-) (EC 2.3.3.16) (2-methylcitrate synthase) (2-MCS) (MCS) (Citrate synthase)	mmgD yqiO BSU24140	Bacillus subtilis (strain 168)	2.3.3.-; 2.3.3.16	42,106		BSU24140
O34909	YERA_BACSU	Putative adenine deaminase YerA (Adenase) (Adenine aminase) (EC 3.5.4.2)	yerA yecB BSU06560	Bacillus subtilis (strain 168)	3.5.4.2	66,646		BSU06560
P37472	HGPRT_BACSU	Hypoxanthine-guanine phosphoribosyltransferase (HGPRT) (HGPRTase) (EC 2.4.2.8)	hprT hpt BSU00680	Bacillus subtilis (strain 168)	2.4.2.8	20,239		BSU00680
P54491	YQGN_BACSU	Uncharacterized protein YqgN	yqgN BSU24890	Bacillus subtilis (strain 168)		21,414	1YDM;	BSU24890
P54525	YQII_BACSU	Uncharacterized protein YqiI	yqiI BSU24190	Bacillus subtilis (strain 168)		22,209		BSU24190
P39756	FDHD_BACSU	Sulfur carrier protein FdhD	fdhD narAA narQ BSU36710	Bacillus subtilis (strain 168)		29,290		BSU36710
O34664	THIN_BACSU	Thiamine pyrophosphokinase (TPK) (EC 2.7.6.2) (Thiamine diphosphokinase)	thiN yloS BSU15800	Bacillus subtilis (strain 168)	2.7.6.2	24,099	3LM8;	BSU15800
P26381	PTFC_BACSU	Fructose permease IIC component (EIIC-Fru) (PTS system fructose-specific EIIC component) (p28)	levF BSU27050	Bacillus subtilis (strain 168)		28,019		BSU27050
P46920	OPUAA_BACSU	Glycine betaine transport ATP-binding protein OpuAA (EC 7.6.2.9) (Quaternary-amine-transporting ATPase)	opuAA BSU02980	Bacillus subtilis (strain 168)	7.6.2.9	46,468		BSU02980
P40739	PTV3B_BACSU	PTS system beta-glucoside-specific EIIBCA component (EIIBCA-Bgl) (EII-Bgl) [Includes: Beta-glucoside-specific phosphotransferase enzyme IIB component (EC 2.7.1.-) (PTS system beta-glucoside-specific EIIB component); Beta-glucoside permease IIC component (PTS system beta-glucoside-specific EIIC component); Beta-glucoside-specific phosphotransferase enzyme IIA component (PTS system beta-glucoside-specific EIIA component)]	bglP BSU39270 N17C	Bacillus subtilis (strain 168)	2.7.1.-	64,478		BSU39270
P21882	ODPB_BACSU	Pyruvate dehydrogenase E1 component subunit beta (EC 1.2.4.1) (S complex, 36 kDa subunit)	pdhB aceB BSU14590	Bacillus subtilis (strain 168)	1.2.4.1	35,474		BSU14590
P37877	ACKA_BACSU	Acetate kinase (EC 2.7.2.1) (Acetokinase)	ackA BSU29470	Bacillus subtilis (strain 168)	2.7.2.1	43,137		BSU29470
P21883	ODP2_BACSU	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12) (Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex) (E2) (S complex, 48 kDa subunit)	pdhC aceC BSU14600	Bacillus subtilis (strain 168)	2.3.1.12	47,539		BSU14600
P39800	XLYA_BACSU	N-acetylmuramoyl-L-alanine amidase XlyA (EC 3.5.1.28) (Autolysin) (Cell wall hydrolase)	xlyA BSU12810	Bacillus subtilis (strain 168)	3.5.1.28	31,913	3HMB;3RDR;	BSU12810
P08838	PT1_BACSU	Phosphoenolpyruvate-protein phosphotransferase (EC 2.7.3.9) (Phosphotransferase system, enzyme I)	ptsI BSU13910	Bacillus subtilis (strain 168)	2.7.3.9	63,079		BSU13910
P12011	GNTK_BACSU	Gluconokinase (EC 2.7.1.12) (Gluconate kinase)	gntK BSU40060	Bacillus subtilis (strain 168)	2.7.1.12	57,169		BSU40060
O30509	GATB_BACSU	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B (Asp/Glu-ADT subunit B) (EC 6.3.5.-)	gatB yerN BSU06690	Bacillus subtilis (strain 168)	6.3.5.-	53,553		BSU06690
P49938	FHUC_BACSU	Iron(3+)-hydroxamate import ATP-binding protein FhuC (EC 7.2.2.16) (Ferric hydroxamate uptake protein C) (Ferrichrome transport ATP-binding protein FhuC) (Iron(III)-hydroxamate import ATP-binding protein FhuC)	fhuC BSU33290	Bacillus subtilis (strain 168)	7.2.2.16	29,955		BSU33290
P26900	ASPG1_BACSU	L-asparaginase 1 (L-ASNase 1) (EC 3.5.1.1) (L-asparagine amidohydrolase 1)	ansA BSU23580	Bacillus subtilis (strain 168)	3.5.1.1	36,455		BSU23580
P97027	SSUB_BACSU	Aliphatic sulfonates import ATP-binding protein SsuB (EC 7.6.2.14)	ssuB ycbE ygaL BSU08830	Bacillus subtilis (strain 168)	7.6.2.14	28,543		BSU08830
O34308	YTKK_BACSU	Putative oxidoreductase YtkK (EC 1.-.-.-)	ytkK BSU29420	Bacillus subtilis (strain 168)	1.-.-.-	27,974		BSU29420
P50621	RIR2_BACSU	Ribonucleoside-diphosphate reductase subunit beta (EC 1.17.4.1) (Ribonucleotide reductase small subunit)	nrdF BSU17390	Bacillus subtilis (strain 168)	1.17.4.1	38,379	4DR0;	BSU17390
P42068	HUTG_BACSU	Formimidoylglutamase (EC 3.5.3.8) (Formiminoglutamase) (Formiminoglutamate hydrolase) (N-formimino-L-glutamate formiminohydrolase)	hutG BSU39380 EE57C	Bacillus subtilis (strain 168)	3.5.3.8	35,064	3M1R;	BSU39380
O34720	YJGC_BACSU	Probable oxidoreductase YjgC (EC 1.-.-.-)	yjgC BSU12160	Bacillus subtilis (strain 168)	1.-.-.-	109,789		BSU12160
P13243	ALF_BACSU	Probable fructose-bisphosphate aldolase (FBP aldolase) (FBPA) (EC 4.1.2.13) (Fructose-1,6-bisphosphate aldolase)	fbaA fba fba1 tsr BSU37120	Bacillus subtilis (strain 168)	4.1.2.13	30,401		BSU37120
P37252	ILVH_BACSU	Acetolactate synthase small subunit (EC 2.2.1.6) (Acetohydroxy-acid synthase small subunit) (AHAS) (ALS)	ilvH ilvN BSU28300	Bacillus subtilis (strain 168)	2.2.1.6	18,925		BSU28300
P42437	NASF_BACSU	Uroporphyrinogen-III C-methyltransferase (Urogen III methylase) (EC 2.1.1.107) (SUMT) (Uroporphyrinogen III methylase) (UROM)	nasF nasBE BSU03280	Bacillus subtilis (strain 168)	2.1.1.107	53,869		BSU03280
O34572	YKOC_BACSU	Putative HMP/thiamine permease protein YkoC	ykoC BSU13210	Bacillus subtilis (strain 168)		28,042		BSU13210
P40410	FEUB_BACSU	Iron-uptake system permease protein FeuB	feuB BSU01620	Bacillus subtilis (strain 168)		35,897		BSU01620
O32060	YRBD_BACSU	Putative sodium/proton-dependent alanine carrier protein YrbD	yrbD BSU27810	Bacillus subtilis (strain 168)		51,510		BSU27810
P39608	YWCJ_BACSU	Uncharacterized transporter YwcJ	ywcJ BSU38060 ipa-48r	Bacillus subtilis (strain 168)		28,461		BSU38060
O34961	YJMB_BACSU	Uncharacterized symporter YjmB	yjmB BSU12310	Bacillus subtilis (strain 168)		50,421		BSU12310
P94364	CYDA_BACSU	Cytochrome bd ubiquinol oxidase subunit 1 (EC 7.1.1.7) (Cytochrome d ubiquinol oxidase subunit I)	cydA yxkK BSU38760	Bacillus subtilis (strain 168)	7.1.1.7	52,293		BSU38760
P45860	CLS1_BACSU	Probable cardiolipin synthase YwiE (CL synthase 1) (EC 2.7.8.-)	ywiE BSU37240	Bacillus subtilis (strain 168)	2.7.8.-	58,248		BSU37240
O31658	KTRD_BACSU	Ktr system potassium uptake protein D (K(+)-uptake protein KtrD)	ktrD ykrM BSU13500	Bacillus subtilis (strain 168)		49,425		BSU13500
P39597	EFEN_BACSU	Deferrochelatase (EC 4.98.1.1) (Peroxidase EfeN) (EC 1.11.1.-)	efeN ywbN BSU38260 ipa-29d	Bacillus subtilis (strain 168)	4.98.1.1; 1.11.1.-	45,693	6KMM;6KMN;	BSU38260
P13485	TAGF_BACSU	Teichoic acid poly(glycerol phosphate) polymerase (EC 2.7.8.12) (CDP-glycerol:poly(glycerophosphate) glycerophosphotransferase) (CGPTase) (Major teichoic acid biosynthesis protein F) (Poly(glycerol phosphate) polymerase) (Tag polymerase)	tagF rodC tag3 BSU35720	Bacillus subtilis (strain 168)	2.7.8.12	88,063		BSU35720
P12310	DHG_BACSU	Glucose 1-dehydrogenase (EC 1.1.1.47)	gdh BSU03930	Bacillus subtilis (strain 168)	1.1.1.47	28,090		BSU03930
P50845	KDGK_BACSU	2-dehydro-3-deoxygluconokinase (EC 2.7.1.45) (2-keto-3-deoxygluconokinase) (3-deoxy-2-oxo-D-gluconate kinase) (KDG kinase)	kdgK BSU22110	Bacillus subtilis (strain 168)	2.7.1.45	35,036		BSU22110
P12039	PUR2_BACSU	Phosphoribosylamine--glycine ligase (EC 6.3.4.13) (GARS) (Glycinamide ribonucleotide synthetase) (Phosphoribosylglycinamide synthetase)	purD BSU06530	Bacillus subtilis (strain 168)	6.3.4.13	45,280	2XCL;2XD4;	BSU06530
P45856	HBD_BACSU	Probable 3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157) (Beta-hydroxybutyryl-CoA dehydrogenase) (BHBD)	mmgB yqiM BSU24160	Bacillus subtilis (strain 168)	1.1.1.157	31,394		BSU24160
O34362	YKOD_BACSU	Putative HMP/thiamine import ATP-binding protein YkoD (EC 7.6.2.-)	ykoD BSU13220	Bacillus subtilis (strain 168)	7.6.2.-	61,146		BSU13220
P20429	RPOA_BACSU	DNA-directed RNA polymerase subunit alpha (RNAP subunit alpha) (EC 2.7.7.6) (RNA polymerase subunit alpha) (Transcriptase subunit alpha)	rpoA BSU01430	Bacillus subtilis (strain 168)	2.7.7.6	34,799	1Z3E;3GFK;3IHQ;6WVJ;6WVK;6ZCA;6ZFB;7CKQ;7F75;	BSU01430
P04969	RS11_BACSU	30S ribosomal protein S11 (BS11)	rpsK BSU01420	Bacillus subtilis (strain 168)		13,925	3J9W;5NJT;6HA1;6HA8;6HTQ;7O5B;7QV1;7QV2;7QV3;	BSU01420
P42923	RL10_BACSU	50S ribosomal protein L10 (BL5) (Cold acclimatization protein) (CAP) (Vegetative protein 300) (VEG300)	rplJ BSU01040	Bacillus subtilis (strain 168)		18,079	3J9W;5NJT;6TNN;6TPQ;7AS8;7AS9;7O5B;7OPE;	BSU01040
O31612	NADK1_BACSU	NAD kinase 1 (EC 2.7.1.23) (ATP-dependent NAD kinase) (Poly(P)-dependent NAD kinase) (PPNK)	ppnKA nadF yjbN BSU11610	Bacillus subtilis (strain 168)	2.7.1.23	30,012		BSU11610
O05242	O16G3_BACSU	Probable oligo-1,6-glucosidase 3 (EC 3.2.1.10) (Oligosaccharide alpha-1,6-glucosidase 3) (Sucrase-isomaltase 3) (Isomaltase 3)	yugT BSU31290	Bacillus subtilis (strain 168)	3.2.1.10	63,969		BSU31290
P46906	SYR_BACSU	Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)	argS BSU37330	Bacillus subtilis (strain 168)	6.1.1.19	62,723		BSU37330
O32220	COPA_BACSU	Copper-exporting P-type ATPase (Protein CopA) (EC 7.2.2.8) (Copper-exporting P-type ATPase A) (Cu(+)-exporting ATPase)	copA yvgX BSU33500	Bacillus subtilis (strain 168)	7.2.2.8	85,912	1JWW;1KQK;1OPZ;1OQ3;1OQ6;1P6T;2RML;2VOY;	BSU33500
Q797S1	PTXBC_BACSU	Putative PTS system EIIBC component YbbF [Includes: Phosphotransferase enzyme IIB component (EC 2.7.1.-) (PTS system EIIB component); Permease IIC component (PTS system EIIC component)]	ybbF BSU01680	Bacillus subtilis (strain 168)	2.7.1.-	47,600		BSU01680
P42921	RL4_BACSU	50S ribosomal protein L4	rplD BSU01170	Bacillus subtilis (strain 168)		22,391	3J3V;3J3W;3J9W;5NJT;6HA1;6HA8;6HTQ;6PPF;6PPK;6PVK;6TNN;6TPQ;7AQC;7AQD;7AS8;7AS9;7O5B;7OPE;7QV1;7QV2;7QV3;	BSU01170
O34862	YTCA_BACSU	Putative UDP-glucose 6-dehydrogenase YtcA (UDP-Glc dehydrogenase) (UDP-GlcDH) (UDPGDH) (EC 1.1.1.22)	ytcA BSU30860	Bacillus subtilis (strain 168)	1.1.1.22	46,833		BSU30860
O32214	CYSJ_BACSU	Sulfite reductase [NADPH] flavoprotein alpha-component (SiR-FP) (EC 1.8.1.2)	cysJ yvgR BSU33440	Bacillus subtilis (strain 168)	1.8.1.2	67,259		BSU33440
O32223	IOLW_BACSU	scyllo-inositol 2-dehydrogenase (NADP(+)) IolW (EC 1.1.1.371) (NADP(+)-dependent scyllo-inositol dehydrogenase 1) (NADP(+)-dependent SI dehydrogenase 1)	iolW yvaA BSU33530	Bacillus subtilis (strain 168)	1.1.1.371	40,112	3GDO;3GFG;	BSU33530
P37585	MURG_BACSU	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227) (Undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase)	murG BSU15220	Bacillus subtilis (strain 168)	2.4.1.227	39,936		BSU15220
P21472	RS12_BACSU	30S ribosomal protein S12 (BS12)	rpsL fun strA BSU01100	Bacillus subtilis (strain 168)		15,216	3J9W;5NJT;6HA1;6HA8;6HTQ;7O5B;7QV1;7QV2;7QV3;	BSU01100
O05272	ASNO_BACSU	Asparagine synthetase [glutamine-hydrolyzing] 3 (EC 6.3.5.4)	asnO yisO yucB BSU10790	Bacillus subtilis (strain 168)	6.3.5.4	70,714		BSU10790
O34641	YTRB_BACSU	ABC transporter ATP-binding protein YtrB	ytrB BSU30450	Bacillus subtilis (strain 168)		33,819		BSU30450
O31519	YESP_BACSU	Probable ABC transporter permease protein YesP	yesP BSU06980	Bacillus subtilis (strain 168)		34,615		BSU06980
O34623	DPO3A_BACSU	DNA polymerase III subunit alpha (EC 2.7.7.7)	dnaE BSU29230	Bacillus subtilis (strain 168)	2.7.7.7	125,350		BSU29230
P71019	FABD_BACSU	Malonyl CoA-acyl carrier protein transacylase (MCT) (EC 2.3.1.39)	fabD ylpE BSU15900	Bacillus subtilis (strain 168)	2.3.1.39	34,035		BSU15900
O34607	SDHAA_BACSU	Probable L-serine dehydratase, alpha chain (SDH) (EC 4.3.1.17) (L-serine deaminase) (L-SD)	sdaAA ylpA BSU15860	Bacillus subtilis (strain 168)	4.3.1.17	30,936		BSU15860
O05393	MCCA_BACSU	O-acetylserine dependent cystathionine beta-synthase (EC 2.5.1.134)	mccA yrhA BSU27260	Bacillus subtilis (strain 168)	2.5.1.134	33,019		BSU27260
P71040	CLSA_BACSU	Major cardiolipin synthase ClsA (CL synthase 2) (EC 2.7.8.-)	clsA ywnE BSU36590	Bacillus subtilis (strain 168)	2.7.8.-	55,866		BSU36590
O35023	SODF_BACSU	Probable superoxide dismutase [Fe] (EC 1.15.1.1)	sodF BSU19330	Bacillus subtilis (strain 168)	1.15.1.1	33,477		BSU19330
P46353	DEOB_BACSU	Phosphopentomutase (EC 5.4.2.7) (Phosphodeoxyribomutase)	drm yqkN BSU23500	Bacillus subtilis (strain 168)	5.4.2.7	44,019		BSU23500
P54552	P5CR2_BACSU	Pyrroline-5-carboxylate reductase 2 (P5C reductase 2) (P5CR 2) (EC 1.5.1.2) (PCA reductase 2)	proI yqjO BSU23800	Bacillus subtilis (strain 168)	1.5.1.2	30,396		BSU23800
P20277	RL17_BACSU	50S ribosomal protein L17 (BL15) (BL21)	rplQ BSU01440	Bacillus subtilis (strain 168)		13,751	3J3V;3J3W;3J9W;5NJT;6HA1;6HA8;6HTQ;6PPF;6PPK;6PVK;6TNN;6TPQ;7AQC;7AQD;7AS8;7AS9;7O5B;7OPE;7QV1;7QV2;7QV3;	BSU01440
P42434	NASC_BACSU	Assimilatory nitrate reductase catalytic subunit (EC 1.7.-.-)	nasC narB nasBB BSU03310	Bacillus subtilis (strain 168)	1.7.-.-	78,622		BSU03310
O34599	ISCS1_BACSU	Putative cysteine desulfurase IscS 1 (EC 2.8.1.7)	iscS1 yrvO BSU27510	Bacillus subtilis (strain 168)	2.8.1.7	41,192		BSU27510
P42415	IOLD_BACSU	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase (THcHDO hydrolase) (EC 3.7.1.22)	iolD yxdD BSU39730 E83D	Bacillus subtilis (strain 168)	3.7.1.22	70,380		BSU39730
P45694	TKT_BACSU	Transketolase (TK) (EC 2.2.1.1)	tkt tktA BSU17890	Bacillus subtilis (strain 168)	2.2.1.1	72,344		BSU17890
O34667	LUXS_BACSU	S-ribosylhomocysteine lyase (EC 4.4.1.21) (AI-2 synthesis protein) (Autoinducer-2 production protein LuxS)	luxS ytjB BSU30670	Bacillus subtilis (strain 168)	4.4.1.21	17,714	1IE0;1J98;1JQW;1JVI;1YCL;2FQO;2FQT;	BSU30670
P42319	YXJH_BACSU	Uncharacterized protein YxjH	yxjH BSU38950 N15OR	Bacillus subtilis (strain 168)		42,674		BSU38950
P25151	SYY2_BACSU	Tyrosine--tRNA ligase 2 (EC 6.1.1.1) (Tyrosyl-tRNA synthetase 2) (TyrRS 2)	tyrS2 tyrR tyrS1 tyrT tyrZ BSU38460 ipa-9r	Bacillus subtilis (strain 168)	6.1.1.1	47,100		BSU38460
O32157	FRLB_BACSU	Fructosamine deglycase FrlB (EC 3.5.-.-)	frlB yurP BSU32610	Bacillus subtilis (strain 168)	3.5.-.-	36,876	3EUA;	BSU32610
O34521	PTWCB_BACSU	PTS system N-acetylglucosamine-specific EIICB component (EIICB-Nag) [Includes: N-acetylglucosamine permease IIC component (PTS system N-acetylglucosamine-specific EIIC component); N-acetylglucosamine-specific phosphotransferase enzyme IIB component (EC 2.7.1.-) (PTS system N-acetylglucosamine-specific EIIB component)]	nagP BSU07700	Bacillus subtilis (strain 168)	2.7.1.-	48,580		BSU07700
P70999	SPEB_BACSU	Agmatinase (EC 3.5.3.11) (Agmatine ureohydrolase) (AUH)	speB ywhG BSU37490	Bacillus subtilis (strain 168)	3.5.3.11	32,417		BSU37490
P54488	PBP2A_BACSU	Penicillin-binding protein 2A (PBP-2B) (EC 3.4.16.4)	pbpA yqgF BSU25000	Bacillus subtilis (strain 168)	3.4.16.4	80,142		BSU25000
O31664	MTNU_BACSU	2-oxoglutaramate amidase (EC 3.5.1.111)	mtnU ykrU BSU13570	Bacillus subtilis (strain 168)	3.5.1.111	29,399		BSU13570
P46333	CSBC_BACSU	Probable metabolite transport protein CsbC	csbC yxcC BSU39810 SS92BR	Bacillus subtilis (strain 168)		50,140		BSU39810
P54473	ISPH_BACSU	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (HMBPP reductase) (EC 1.17.7.4)	ispH yqfP BSU25160	Bacillus subtilis (strain 168)	1.17.7.4	34,958		BSU25160
P37956	SPL_BACSU	Spore photoproduct lyase (EC 4.1.99.14)	splB spl BSU13930	Bacillus subtilis (strain 168)	4.1.99.14	39,943		BSU13930
Q03522	MURD_BACSU	UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9) (D-glutamic acid-adding enzyme) (UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase)	murD BSU15200	Bacillus subtilis (strain 168)	6.3.2.9	49,651		BSU15200
P54570	ADPP_BACSU	ADP-ribose pyrophosphatase (EC 3.6.1.13) (ADP-ribose diphosphatase) (ADP-ribose phosphohydrolase) (ASPPase) (Adenosine diphosphoribose pyrophosphatase) (ADPR-PPase)	nudF yqkG BSU23610	Bacillus subtilis (strain 168)	3.6.1.13	20,980		BSU23610
P12047	PUR8_BACSU	Adenylosuccinate lyase (ASL) (EC 4.3.2.2) (Adenylosuccinase) (ASase) (Glutamyl--tRNA ligase regulatory factor)	purB purE BSU06440	Bacillus subtilis (strain 168)	4.3.2.2	49,485	1F1O;	BSU06440
O35011	RPOZ_BACSU	DNA-directed RNA polymerase subunit omega (RNAP omega subunit) (EC 2.7.7.6) (RNA polymerase omega 2 subunit) (Transcriptase subunit omega)	rpoZ yloH BSU15690	Bacillus subtilis (strain 168)	2.7.7.6	7,754	6WVJ;6WVK;7CKQ;7F75;	BSU15690
O34557	RPE_BACSU	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	rpe yloR BSU15790	Bacillus subtilis (strain 168)	5.1.3.1	23,334		BSU15790
P54304	HEMW_BACSU	Heme chaperone HemW	hemW hemN yqeR BSU25500	Bacillus subtilis (strain 168)		42,888		BSU25500
P23970	MEND_BACSU	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase (SEPHCHC synthase) (EC 2.2.1.9) (Menaquinone biosynthesis protein MenD)	menD BSU30820	Bacillus subtilis (strain 168)	2.2.1.9	64,092	2X7J;	BSU30820
O34940	YVRE_BACSU	Putative sugar lactone lactonase YvrE (EC 3.1.1.-)	yvrE BSU33200	Bacillus subtilis (strain 168)	3.1.1.-	33,204		BSU33200
P39618	YWDJ_BACSU	Putative purine permease YwdJ	ywdJ BSU37940 ipa-60d	Bacillus subtilis (strain 168)		47,374		BSU37940
P21475	RS18_BACSU	30S ribosomal protein S18 (BS21)	rpsR BSU40890	Bacillus subtilis (strain 168)		8,970	3J9W;5NJT;6HA1;6HA8;6HTQ;7O5B;7QV1;7QV2;7QV3;	BSU40890
P80860	G6PI_BACSU	Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI) (Vegetative protein 54) (VEG54)	pgi yugL BSU31350	Bacillus subtilis (strain 168)	5.3.1.9	50,543		BSU31350
Q45461	OPUBB_BACSU	Choline transport system permease protein OpuBB	opuBB proW BSU33720	Bacillus subtilis (strain 168)		23,163		BSU33720
P0CI75	BIRA_BACSU	Bifunctional ligase/repressor BirA (Biotin--[acetyl-CoA-carboxylase] ligase) (EC 6.3.4.15) (Biotin--protein ligase) (Biotin-[acetyl-CoA carboxylase] synthetase)	birA BSU22440	Bacillus subtilis (strain 168)	6.3.4.15	36,182		BSU22440
O06736	SAT2_BACSU	Probable sulfate adenylyltransferase (EC 2.7.7.4) (ATP-sulfurylase) (Sulfate adenylate transferase) (SAT)	yitA BSU10920	Bacillus subtilis (strain 168)	2.7.7.4	43,253		BSU10920
P50847	KDGT_BACSU	2-keto-3-deoxygluconate permease (KDG permease)	kdgT BSU22090	Bacillus subtilis (strain 168)		34,319		BSU22090
P19405	PPB3_BACSU	Alkaline phosphatase 3 (EC 3.1.3.1) (Alkaline phosphatase III) (APase III)	phoB phoAIII BSU05740	Bacillus subtilis (strain 168)	3.1.3.1	50,494		BSU05740
P04948	KHSE_BACSU	Homoserine kinase (HK) (HSK) (EC 2.7.1.39)	thrB BSU32240	Bacillus subtilis (strain 168)	2.7.1.39	33,324		BSU32240
O32038	SYDND_BACSU	Aspartate--tRNA(Asp/Asn) ligase (EC 6.1.1.23) (Aspartyl-tRNA synthetase) (AspRS) (Non-discriminating aspartyl-tRNA synthetase) (ND-AspRS)	aspS BSU27550	Bacillus subtilis (strain 168)	6.1.1.23	65,975		BSU27550
O32139	PUCJ_BACSU	Uric acid permease PucJ	pucJ yunJ BSU32430	Bacillus subtilis (strain 168)		47,100		BSU32430
O34651	HISX_BACSU	Histidinol dehydrogenase (HDH) (EC 1.1.1.23)	hisD BSU34910	Bacillus subtilis (strain 168)	1.1.1.23	46,256		BSU34910
P26899	ASPA_BACSU	Aspartate ammonia-lyase (Aspartase) (EC 4.3.1.1)	ansB BSU23570	Bacillus subtilis (strain 168)	4.3.1.1	52,504		BSU23570
P42404	PHI_BACSU	3-hexulose-6-phosphate isomerase (EC 5.3.1.27) (6-phospho-3-hexuloisomerase) (PHI)	hxlB yckF BSU03450	Bacillus subtilis (strain 168)	5.3.1.27	19,963	1M3S;1VIV;	BSU03450
P42924	RL23_BACSU	50S ribosomal protein L23	rplW BSU01180	Bacillus subtilis (strain 168)		10,956	3J3V;3J3W;3J9W;5NJT;6HA1;6HA8;6HTQ;6PPF;6PPK;6PVK;6TNN;6TPQ;7AQC;7AQD;7AS8;7AS9;7O5B;7OPE;7QV1;7QV2;7QV3;	BSU01180
P19670	MURA2_BACSU	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 2 (EC 2.5.1.7) (Enoylpyruvate transferase 2) (UDP-N-acetylglucosamine enolpyruvyl transferase 2) (EPT 2)	murAB murA murZ BSU37100	Bacillus subtilis (strain 168)	2.5.1.7	46,000		BSU37100
P16304	KAD_BACSU	Adenylate kinase (AK) (EC 2.7.4.3) (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase) (Superoxide-inducible protein 16) (SOI16)	adk BSU01370	Bacillus subtilis (strain 168)	2.7.4.3	24,119	1P3J;2EU8;2OO7;2ORI;2OSB;2P3S;2QAJ;3DKV;3DL0;4MKF;4MKG;4MKH;4QBF;4QBG;4TYP;4TYQ;5X6I;	BSU01370
O32148	PUCG_BACSU	(S)-ureidoglycine--glyoxylate transaminase (UGXT) (EC 2.6.1.112) ((S)-ureidoglycine--glyoxylate aminotransferase) (Purine catabolism protein PucG)	pucG yurG BSU32520	Bacillus subtilis (strain 168)	2.6.1.112	45,743	3ISL;	BSU32520
O31543	YFJQ_BACSU	Putative metal ion transporter YfjQ	yfjQ BSU08000	Bacillus subtilis (strain 168)		37,846		BSU08000
P42106	QDOI_BACSU	Quercetin 2,3-dioxygenase (Quercetinase) (EC 1.13.11.24) (Flavonol 2,4-dioxygenase)	qdoI yxaG BSU39980 S14G	Bacillus subtilis (strain 168)	1.13.11.24	37,600	1Y3T;2H0V;	BSU39980
O06984	YVDB_BACSU	Putative sulfate transporter YvdB	yvdB BSU34660	Bacillus subtilis (strain 168)		57,430		BSU34660
P71084	GSAB_BACSU	Glutamate-1-semialdehyde 2,1-aminomutase 2 (GSA 2) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase 2) (GSA-AT 2)	gsaB BSU08710	Bacillus subtilis (strain 168)	5.4.3.8	46,184		BSU08710
P12044	PURE_BACSU	N5-carboxyaminoimidazole ribonucleotide mutase (N5-CAIR mutase) (EC 5.4.99.18) (5-(carboxyamino)imidazole ribonucleotide mutase)	purE BSU06420	Bacillus subtilis (strain 168)	5.4.99.18	17,174		BSU06420
O34456	EXUT_BACSU	Hexuronate transporter (Aldohexuronate transport system)	exuT yjmG BSU12360	Bacillus subtilis (strain 168)		45,314		BSU12360
O31646	MANA1_BACSU	Mannose-6-phosphate isomerase ManA (EC 5.3.1.8) (Phosphohexomutase) (Phosphomannose isomerase) (PMI)	manA pmi yjdE BSU12020	Bacillus subtilis (strain 168)	5.3.1.8	36,003		BSU12020
P12013	6PGDH_BACSU	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating (EC 1.1.1.343)	gntZ BSU40080	Bacillus subtilis (strain 168)	1.1.1.343	51,983		BSU40080
P23974	MENH_BACSU	Putative 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase (SHCHC synthase) (EC 4.2.99.20)	menH ytfB ytxM BSU30810	Bacillus subtilis (strain 168)	4.2.99.20	30,703		BSU30810
P37532	YAAI_BACSU	Uncharacterized isochorismatase family protein YaaI (EC 3.-.-.-)	yaaI BSU00170	Bacillus subtilis (strain 168)	3.-.-.-	20,809		BSU00170
