Entry	Entry name	Protein names	Gene names	Organism	EC number	Mass	Cross-reference (PDB)	Gene ID
O05253	NUPO_BACSU	Guanosine import ATP-binding protein NupO (EC 7.6.2.-)	nupO yufO BSU31550	Bacillus subtilis (strain 168)	7.6.2.-	56,300		O05253
P23966	MENB_BACSU	1,4-dihydroxy-2-naphthoyl-CoA synthase (DHNA-CoA synthase) (EC 4.1.3.36)	menB BSU30800	Bacillus subtilis (strain 168)	4.1.3.36	29,899		P23966
O07553	NHAC_BACSU	Na(+)/H(+) antiporter NhaC (Sodium/hydrogen antiporter) (Sodium/proton antiporter)	nhaC yheL BSU09680	Bacillus subtilis (strain 168)		48,053		O07553
O31804	TATAC_BACSU	Sec-independent protein translocase protein TatAc	tatAc ynzA BSU17710	Bacillus subtilis (strain 168)		6,844		O31804
O34539	NDPGT_BACSU	NDP-glycosyltransferase YjiC (EC 2.4.1.384) (UDP-glycosyltransferase YjiC)	yjiC BSU12220	Bacillus subtilis (strain 168)	2.4.1.384	43,988	6KQW;6KQX;7BOV;	O34539
P37947	DEGA_BACSU	HTH-type transcriptional regulator DegA (Degradation activator)	degA BSU10840	Bacillus subtilis (strain 168)		36,663		P37947
P37942	ODB2_BACSU	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex (EC 2.3.1.168) (Branched-chain alpha-keto acid dehydrogenase complex component E2) (BCKAD-E2) (BCKADE2) (Dihydrolipoamide acetyltransferase component of branched-chain alpha-keto acid dehydrogenase complex) (Dihydrolipoamide branched chain transacylase) (Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase)	bfmBB bfmB bfmB2 BSU24030	Bacillus subtilis (strain 168)	2.3.1.168	45,837		P37942
P12048	PUR9_BACSU	Bifunctional purine biosynthesis protein PurH [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (AICAR transformylase); IMP cyclohydrolase (EC 3.5.4.10) (ATIC) (IMP synthase) (Inosinicase)]	purH purHJ BSU06520	Bacillus subtilis (strain 168)	2.1.2.3; 3.5.4.10	55,753		P12048
P54572	MAO1_BACSU	NAD-dependent malic enzyme 1 (NAD-ME 1) (EC 1.1.1.38) (Malate dehydrogenase MleA)	mleA yqkJ BSU23550	Bacillus subtilis (strain 168)	1.1.1.38	45,890		P54572
P96696	YDFR_BACSU	UPF0702 transmembrane protein YdfR	ydfR BSU05530	Bacillus subtilis (strain 168)		25,164		P96696
Q9JMQ1	EXUR_BACSU	Probable HTH-type transcriptional repressor ExuR (Probable galacturonate locus repressor)	exuR yjmH BSU12370	Bacillus subtilis (strain 168)		37,381		Q9JMQ1
C0H3V8	YYZM_BACSU	Uncharacterized protein YyzM	yyzM BSU40939	Bacillus subtilis (strain 168)		7,896		C0H3V8
P39217	TLPB_BACSU	Methyl-accepting chemotaxis protein TlpB	tlpB BSU31230	Bacillus subtilis (strain 168)		71,536		P39217
P42100	GLXK_BACSU	Glycerate kinase (EC 2.7.1.31)	glxK yxaA BSU40040 S14A	Bacillus subtilis (strain 168)	2.7.1.31	39,400		P42100
P21883	ODP2_BACSU	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12) (Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex) (E2) (S complex, 48 kDa subunit)	pdhC aceC BSU14600	Bacillus subtilis (strain 168)	2.3.1.12	47,539		P21883
P54460	PRMA_BACSU	Ribosomal protein L11 methyltransferase (L11 Mtase) (EC 2.1.1.-)	prmA yqeT BSU25450	Bacillus subtilis (strain 168)	2.1.1.-	34,531		P54460
P80875	G16U_BACSU	General stress protein 16U (GSP16U)	yceD BSU02900	Bacillus subtilis (strain 168)		20,694		P80875
P68575	SCP1_BACSU	SPbeta prophage-derived stress response protein SCP1	yorD BSU20420	Bacillus subtilis (strain 168)		12,113		P68575
P70961	YWMD_BACSU	Uncharacterized protein YwmD	ywmD BSU36730	Bacillus subtilis (strain 168)		23,965		P70961
O07619	YHFT_BACSU	Uncharacterized acyl--CoA ligase YhfT (EC 6.2.1.-)	yhfT BSU10360	Bacillus subtilis (strain 168)	6.2.1.-	52,881		O07619
O34466	YODR_BACSU	Probable coenzyme A transferase subunit beta (EC 2.8.3.-) (Probable CoA-transferase subunit beta)	yodR yokO BSU19720	Bacillus subtilis (strain 168)	2.8.3.-	23,333		O34466
P0CW82	EBRB_BACSU	Multidrug resistance protein EbrB	ebrB BSU17290	Bacillus subtilis (strain 168)		12,324		P0CW82
P22250	SYE_BACSU	Glutamate--tRNA ligase (EC 6.1.1.17) (Glutamyl-tRNA synthetase) (GluRS)	gltX BSU00920	Bacillus subtilis (strain 168)	6.1.1.17	55,722		P22250
P42304	YXIM_BACSU	Uncharacterized esterase YxiM (EC 3.1.-.-)	yxiM BSU39120 SS8D	Bacillus subtilis (strain 168)	3.1.-.-	41,836	2O14;	P42304
O34988	YOQA_BACSU	SPbeta prophage-derived uncharacterized protein YoqA	yoqA BSU20700	Bacillus subtilis (strain 168)		13,745		O34988
P38049	HMOB_BACSU	Heme-degrading monooxygenase HmoB (EC 1.14.14.18) (Heme oxygenase)	hmoB yhgC yixC BSU10100	Bacillus subtilis (strain 168)	1.14.14.18	18,828	4OZ5;	P38049
P08064	DHSC_BACSU	Succinate dehydrogenase cytochrome b558 subunit (Cytochrome b-558)	sdhC BSU28450	Bacillus subtilis (strain 168)		22,931		P08064
P94438	LNRJ_BACSU	Sensor histidine kinase LnrJ (EC 2.7.13.3)	lnrJ linJ yfiJ BSU08290	Bacillus subtilis (strain 168)	2.7.13.3	44,543		P94438
O31691	GLCT_BACSU	PtsGHI operon antiterminator (RNA-binding antitermination protein GlcT)	glcT ykwA BSU13880	Bacillus subtilis (strain 168)		32,755	3GWH;3RIO;3UFE;	O31691
O31868	YOTG_BACSU	Uncharacterized SPbeta prophage-derived protein YotG	yotG BSU19890	Bacillus subtilis (strain 168)		12,465		O31868
O31844	CZRA_BACSU	HTH-type transcriptional repressor CzrA	czrA yozA BSU19120	Bacillus subtilis (strain 168)		12,379		O31844
P46321	LICR_BACSU	Probable licABCH operon regulator [Includes: Putative phosphotransferase enzyme IIB component (EC 2.7.1.-) (Putative PTS system EIIB component); Putative phosphotransferase enzyme IIA component (Putative PTS system EIIA component)]	licR celR BSU38600	Bacillus subtilis (strain 168)	2.7.1.-	73,315		P46321
P39751	MBL_BACSU	Cell shape-determining protein Mbl (Actin-like Mbl protein) (Rod shape-determining protein Mbl)	mbl BSU36410	Bacillus subtilis (strain 168)		35,861		P39751
P37810	ATPG_BACSU	ATP synthase gamma chain (ATP synthase F1 sector gamma subunit) (F-ATPase gamma subunit)	atpG BSU36820	Bacillus subtilis (strain 168)		31,655		P37810
P39784	PCF_BACSU	Positive control factor	xpf pcf ykxE BSU12560	Bacillus subtilis (strain 168)		20,091		P39784
P23054	TCRB_BACSU	Tetracycline resistance protein	tetB tet BSU40770	Bacillus subtilis (strain 168)		49,756		P23054
P39695	COMEC_BACSU	ComE operon protein 3	comEC comE3 BSU25570	Bacillus subtilis (strain 168)		86,701		P39695
O34351	CDLS_BACSU	Cyclo(L-leucyl-L-leucyl) synthase (EC 2.3.2.22) (Cyclodileucine synthase) (Cyclodipeptide synthase) (CDPS)	yvmC BSU35070	Bacillus subtilis (strain 168)	2.3.2.22	28,507		O34351
O07569	YHJO_BACSU	Uncharacterized MFS-type transporter YhjO	yhjO BSU10580	Bacillus subtilis (strain 168)		44,066		O07569
O34355	YTCJ_BACSU	Putative amidohydrolase YtcJ (EC 3.5.-.-)	ytcJ BSU29550	Bacillus subtilis (strain 168)	3.5.-.-	58,476		O34355
P04990	THRC_BACSU	Threonine synthase (TS) (EC 4.2.3.1)	thrC BSU32250	Bacillus subtilis (strain 168)	4.2.3.1	37,464		P04990
Q02113	CWBA_BACSU	Amidase enhancer (Cell wall-associated polypeptide CWBP76) (CWBP76) (Modifier protein of major autolysin)	lytB cwbA BSU35630	Bacillus subtilis (strain 168)		76,729		Q02113
P02958	SSPC_BACSU	Small, acid-soluble spore protein C (SASP)	sspC BSU19950	Bacillus subtilis (strain 168)		7,758	2Z3X;	P02958
P40740	BGLH_BACSU	Aryl-phospho-beta-D-glucosidase BglH (EC 3.2.1.86) (6-phospho-beta-glucosidase)	bglH BSU39260 N17D	Bacillus subtilis (strain 168)	3.2.1.86	53,289		P40740
O32226	YVAD_BACSU	Uncharacterized protein YvaD	yvaD BSU33560	Bacillus subtilis (strain 168)		15,862		O32226
P94552	IABF2_BACSU	Intracellular exo-alpha-L-arabinofuranosidase 2 (ABF) (EC 3.2.1.55) (Intracellular arabinan exo-alpha-L-arabinosidase) (Arabinosidase)	abf2 asd xsa BSU28510	Bacillus subtilis (strain 168)	3.2.1.55	56,475		P94552
Q45462	OPUBC_BACSU	Choline-binding protein	opuBC proX BSU33710	Bacillus subtilis (strain 168)		34,401	3R6U;5NXY;6EYG;6EYH;6EYL;6EYQ;	Q45462
O34991	YTVI_BACSU	Putative transport protein YtvI	ytvI BSU29160	Bacillus subtilis (strain 168)		40,602		O34991
Q06753	YACO_BACSU	Putative TrmH family tRNA/rRNA methyltransferase YacO (EC 2.1.1.-)	yacO BSU00960	Bacillus subtilis (strain 168)	2.1.1.-	27,509		Q06753
P96736	CAPB_BACSU	PGA synthase CapB (EC 6.3.2.-) (Gamma-polyglutamic acid synthase)	capB pgsB ywsC BSU35900	Bacillus subtilis (strain 168)	6.3.2.-	44,017		P96736
P25954	COMGB_BACSU	ComG operon protein 2	comGB comG2 BSU24720	Bacillus subtilis (strain 168)		37,057		P25954
P55190	YBAS_BACSU	Uncharacterized protein YbaS	ybaS BSU01590	Bacillus subtilis (strain 168)		33,174		P55190
O31501	SWRC_BACSU	Swarming motility protein SwrC	swrC BSU06710	Bacillus subtilis (strain 168)		113,505		O31501
P54560	DPO42_BACSU	DNA polymerase IV 2 (Pol IV 2) (EC 2.7.7.7)	dinB2 yqjW BSU23710	Bacillus subtilis (strain 168)	2.7.7.7	45,944		P54560
Q06004	DHSO_BACSU	Sorbitol dehydrogenase (SDH) (EC 1.1.1.-) (Glucitol dehydrogenase) (L-iditol 2-dehydrogenase) (EC 1.1.1.14) (Polyol dehydrogenase) (Xylitol dehydrogenase) (EC 1.1.1.9)	gutB BSU06150	Bacillus subtilis (strain 168)	1.1.1.-; 1.1.1.14; 1.1.1.9	38,390		Q06004
P39122	GLGC_BACSU	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADPGlc PPase) (ADP-glucose synthase)	glgC BSU30970	Bacillus subtilis (strain 168)	2.7.7.27	42,603		P39122
P37954	UVRB_BACSU	UvrABC system protein B (Protein UvrB) (Excinuclease ABC subunit B) (Protein DinA)	uvrB dinA uvr BSU35170	Bacillus subtilis (strain 168)		76,327	2D7D;2NMV;3V4R;	P37954
O32078	YUAE_BACSU	Uncharacterized protein YuaE	yuaE BSU31030	Bacillus subtilis (strain 168)		19,111		O32078
P71036	YWNA_BACSU	Putative HTH-type transcriptional regulator YwnA	ywnA BSU36630	Bacillus subtilis (strain 168)		14,711	1XD7;	P71036
P54380	SYGA_BACSU	Glycine--tRNA ligase alpha subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase alpha subunit) (GlyRS)	glyQ yqfJ BSU25270	Bacillus subtilis (strain 168)	6.1.1.14	33,979		P54380
O31482	YCZH_BACSU	Uncharacterized protein YczH	yczH BSU04020	Bacillus subtilis (strain 168)		23,095		O31482
P20668	GLTC_BACSU	Transcriptional dual regulator GltC (HTH-type transcriptional regulator GltC)	gltC BSU18460	Bacillus subtilis (strain 168)		34,047		P20668
P39821	PROA_BACSU	Gamma-glutamyl phosphate reductase (GPR) (EC 1.2.1.41) (Glutamate-5-semialdehyde dehydrogenase) (Glutamyl-gamma-semialdehyde dehydrogenase) (GSA dehydrogenase)	proA BSU13130	Bacillus subtilis (strain 168)	1.2.1.41	45,252		P39821
Q45595	YYDG_BACSU	Putative peptide biosynthesis protein YydG	yydG BSU40170	Bacillus subtilis (strain 168)		37,212		Q45595
P37560	YABR_BACSU	Uncharacterized protein YabR	yabR BSU00630	Bacillus subtilis (strain 168)		14,195		P37560
O32182	YUSP_BACSU	Uncharacterized MFS-type transporter YusP	yusP BSU32880	Bacillus subtilis (strain 168)		57,946		O32182
P94522	EABN1_BACSU	Extracellular endo-alpha-(1->5)-L-arabinanase 1 (ABN) (EC 3.2.1.99) (Endo-1,5-alpha-L-arabinanase)	abnA BSU28810	Bacillus subtilis (strain 168)	3.2.1.99	35,446	1UV4;	P94522
P36430	SYL_BACSU	Leucine--tRNA ligase (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS)	leuS BSU30320	Bacillus subtilis (strain 168)	6.1.1.4	91,543		P36430
O31774	RNY_BACSU	Ribonuclease Y (RNase Y) (EC 3.1.-.-)	rny ymdA BSU16960	Bacillus subtilis (strain 168)	3.1.-.-	58,919	6F7T;	O31774
P42423	YXDL_BACSU	ABC transporter ATP-binding protein YxdL	yxdL BSU39640 B65F	Bacillus subtilis (strain 168)		28,710		P42423
P46915	COTSA_BACSU	Spore coat protein SA (EC 2.4.-.-)	cotSA ytbA ytxN BSU30910	Bacillus subtilis (strain 168)	2.4.-.-	42,912		P46915
P39817	GLTP_BACSU	Proton/glutamate-aspartate symporter (Proton/glutamate symport protein)	gltP BSU02340	Bacillus subtilis (strain 168)		44,615		P39817
P49787	ACCC1_BACSU	Biotin carboxylase 1 (EC 6.3.4.14) (Acetyl-coenzyme A carboxylase biotin carboxylase subunit A 1)	accC1 accC yqhX BSU24340	Bacillus subtilis (strain 168)	6.3.4.14	49,452		P49787
P96678	YDFA_BACSU	Putative arsenical pump membrane protein YdfA	ydfA BSU05340	Bacillus subtilis (strain 168)		47,322		P96678
O31944	YONP_BACSU	SPbeta prophage-derived uncharacterized protein YonP	yonP BSU21030	Bacillus subtilis (strain 168)		7,546		O31944
O32029	YRRT_BACSU	Uncharacterized methyltransferase YrrT (EC 2.1.1.-)	yrrT BSU27280	Bacillus subtilis (strain 168)	2.1.1.-	24,196		O32029
O34757	DESK_BACSU	Sensor histidine kinase DesK (EC 2.7.13.3)	desK yocF BSU19190	Bacillus subtilis (strain 168)	2.7.13.3	42,673	3EHF;3EHG;3EHH;3EHJ;3GIE;3GIF;3GIG;5IUJ;5IUK;5IUL;5IUM;5IUN;	O34757
O32294	RAPG_BACSU	Response regulator aspartate phosphatase G (EC 3.1.-.-)	rapG yycM BSU40300	Bacillus subtilis (strain 168)	3.1.-.-	42,842		O32294
P54339	XKDT_BACSU	Phage-like element PBSX protein XkdT	xkdT BSU12730	Bacillus subtilis (strain 168)		38,368		P54339
P40773	YFJL_BACSU	Uncharacterized protein YfjL (PSPB19')	yfjL yztA BSU08050	Bacillus subtilis (strain 168)		25,346		P40773
Q45494	YKRA_BACSU	Putative phosphatase YkrA (EC 3.1.3.-)	ykrA BSU14550	Bacillus subtilis (strain 168)	3.1.3.-	28,905		Q45494
Q795K2	YVFT_BACSU	Sensor histidine kinase YvfT (EC 2.7.13.3)	yvfT BSU34070	Bacillus subtilis (strain 168)	2.7.13.3	42,251		Q795K2
C0SPB9	YKON_BACSU	Uncharacterized glycosyltransferase YkoN (EC 2.4.-.-)	ykoN BSU13350	Bacillus subtilis (strain 168)	2.4.-.-	43,577		C0SPB9
O32230	SSRP_BACSU	SsrA-binding protein (Small protein B)	smpB yvaI BSU33600	Bacillus subtilis (strain 168)		18,091		O32230
O34499	6PGL_BACSU	6-phosphogluconolactonase (EC 3.1.1.31)	pgl ykgB BSU13010	Bacillus subtilis (strain 168)	3.1.1.31	38,411		O34499
P54523	DXS_BACSU	1-deoxy-D-xylulose-5-phosphate synthase (EC 2.2.1.7) (1-deoxyxylulose-5-phosphate synthase) (DXP synthase) (DXPS)	dxs yqiE BSU24270	Bacillus subtilis (strain 168)	2.2.1.7	69,559		P54523
O31661	KINE_BACSU	Sporulation kinase E (EC 2.7.13.3) (Sensor histidine kinase E)	kinE ykrQ BSU13530	Bacillus subtilis (strain 168)	2.7.13.3	85,513		O31661
P94389	YCGL_BACSU	Uncharacterized protein YcgL	ycgL BSU03190	Bacillus subtilis (strain 168)		30,872		P94389
O31739	YLQD_BACSU	Uncharacterized protein YlqD	ylqD BSU16010	Bacillus subtilis (strain 168)		15,039		O31739
Q45583	YBBJ_BACSU	Uncharacterized N-acetyltransferase YbbJ (EC 2.3.1.-)	ybbJ BSU01710	Bacillus subtilis (strain 168)	2.3.1.-	18,107		Q45583
Q7WY72	REMA_BACSU	Extracellular matrix regulatory protein A (Regulator of extracellular matrix A)	remA ylzA BSU15670	Bacillus subtilis (strain 168)		9,849		Q7WY72
P19219	ADAA_BACSU	Bifunctional transcriptional activator/DNA repair enzyme AdaA (Methylphosphotriester-DNA methyltransferase) (Methylphosphotriester-DNA--protein-cysteine S-methyltransferase) (EC 2.1.1.n11)	adaA BSU01810	Bacillus subtilis (strain 168)	2.1.1.n11	24,299		P19219
P42176	NARH_BACSU	Nitrate reductase beta chain (EC 1.7.5.1)	narH BSU37270	Bacillus subtilis (strain 168)	1.7.5.1	55,472		P42176
O34535	YOAT_BACSU	Uncharacterized protein YoaT	yoaT BSU18750	Bacillus subtilis (strain 168)		30,605		O34535
P68736	NPRE_BACSU	Bacillolysin (EC 3.4.24.28) (Neutral protease NprE)	nprE BSU14700	Bacillus subtilis (strain 168)	3.4.24.28	56,522		P68736
P35537	FLIR_BACSU	Flagellar biosynthetic protein FliR	fliR BSU16370	Bacillus subtilis (strain 168)		28,636		P35537
P37556	YABN_BACSU	Uncharacterized protein YabN	yabN BSU00580	Bacillus subtilis (strain 168)		56,106		P37556
P55181	YXJO_BACSU	Uncharacterized HTH-type transcriptional regulator YxjO	yxjO BSU38880	Bacillus subtilis (strain 168)		33,430		P55181
P54519	YQHY_BACSU	Uncharacterized protein YqhY	yqhY BSU24330	Bacillus subtilis (strain 168)		14,635		P54519
P45915	YQAS_BACSU	Uncharacterized protein YqaS	yqaS BSU26200	Bacillus subtilis (strain 168)		27,666		P45915
Q45535	COTH_BACSU	Inner spore coat protein H	cotH ywrH BSU36060	Bacillus subtilis (strain 168)		42,813		Q45535
O34920	YOBV_BACSU	Uncharacterized HTH-type transcriptional regulator YobV	yobV BSU19100	Bacillus subtilis (strain 168)		36,536		O34920
P23478	ADDA_BACSU	ATP-dependent helicase/nuclease subunit A (EC 3.1.-.-) (EC 3.6.4.12) (ATP-dependent helicase/nuclease AddA)	addA BSU10630	Bacillus subtilis (strain 168)	3.1.-.-; 3.6.4.12	141,087	3U44;3U4Q;4CEH;4CEI;4CEJ;	P23478
O31896	YORR_BACSU	SPbeta prophage-derived uncharacterized protein YorR	yorR BSU20280	Bacillus subtilis (strain 168)		19,064	2AXP;3KB2;	O31896
O34654	YODI_BACSU	Uncharacterized protein YodI	yodI yolA BSU19610	Bacillus subtilis (strain 168)		9,194		O34654
O31654	SIGI_BACSU	RNA polymerase sigma factor SigI	sigI ykoZ BSU13450	Bacillus subtilis (strain 168)		29,193		O31654
O34693	RQCH_BACSU	Rqc2 homolog RqcH (RqcH)	rqcH yloA BSU15640	Bacillus subtilis (strain 168)		65,205	7AQC;7AQD;7AS8;7AS9;7ASA;7OPE;	O34693
P45943	RAPE_BACSU	Response regulator aspartate phosphatase E (EC 3.1.-.-)	rapE yqcH BSU25830	Bacillus subtilis (strain 168)	3.1.-.-	44,636		P45943
O32180	YUSN_BACSU	Uncharacterized protein YusN	yusN BSU32860	Bacillus subtilis (strain 168)		13,138		O32180
P37812	ATPE_BACSU	ATP synthase epsilon chain (ATP synthase F1 sector epsilon subunit) (F-ATPase epsilon subunit)	atpC BSU36800	Bacillus subtilis (strain 168)		14,209		P37812
P39214	MCPA_BACSU	Methyl-accepting chemotaxis protein McpA (H1)	mcpA BSU31240	Bacillus subtilis (strain 168)		72,314		P39214
P60495	PXPB_BACSU	5-oxoprolinase subunit B (5-OPase subunit B) (EC 3.5.2.9) (5-oxoprolinase (ATP-hydrolyzing) subunit B) (Antikinase KipI) (Kinase A inhibitor) (Sporulation inhibitor KipI)	pxpB kipI ycsJ BSU04080	Bacillus subtilis (strain 168)	3.5.2.9	26,720	2KWA;2ZP2;	P60495
Q796A8	YOTI_BACSU	SPbeta prophage-derived uncharacterized protein YotI	yotI yodW yokF BSU19870	Bacillus subtilis (strain 168)		13,855		Q796A8
P50835	YPPG_BACSU	Uncharacterized protein YppG	yppG BSU22250	Bacillus subtilis (strain 168)		14,544		P50835
P51835	FTSY_BACSU	Signal recognition particle receptor FtsY (SRP receptor)	ftsY srb BSU15950	Bacillus subtilis (strain 168)		36,343		P51835
O06489	YETM_BACSU	Putative oxidoreductase YetM (EC 1.-.-.-)	yetM yfnL BSU07230	Bacillus subtilis (strain 168)	1.-.-.-	40,978		O06489
P45934	YQBS_BACSU	Uncharacterized protein YqbS	yqbS BSU25990	Bacillus subtilis (strain 168)		16,217		P45934
O07007	LUTR_BACSU	HTH-type transcriptional regulator LutR (L-lactate utilization operon repressor)	lutR yvfI BSU34180	Bacillus subtilis (strain 168)		24,317		O07007
O34309	PPS_BACSU	Putative phosphoenolpyruvate synthase (Putative PEP synthase) (Pyruvate, water dikinase)	pps BSU18830	Bacillus subtilis (strain 168)		97,192		O34309
P32959	PBPE_BACSU	Penicillin-binding protein 4* (PBP 4*) (PBP 4A) (Penicillin-binding protein E)	pbpE BSU34440	Bacillus subtilis (strain 168)		51,437		P32959
P39126	IDH_BACSU	Isocitrate dehydrogenase [NADP] (IDH) (EC 1.1.1.42) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)	icd citC BSU29130	Bacillus subtilis (strain 168)	1.1.1.42	46,418	1HQS;	P39126
O34974	MOXC_BACSU	Putative monooxygenase MoxC (EC 1.14.-.-)	moxC ytnJ BSU29310	Bacillus subtilis (strain 168)	1.14.-.-	49,411	1TVL;1YW1;6ASK;6ASL;	O34974
O34649	YTLD_BACSU	Uncharacterized ABC transporter permease protein YtlD	ytlD BSU30620	Bacillus subtilis (strain 168)		30,305		O34649
O06721	GERPA_BACSU	Probable spore germination protein GerPA	gerPA yisH BSU10720	Bacillus subtilis (strain 168)		7,541		O06721
P45743	DHBB_BACSU	Isochorismatase (EC 3.3.2.1) (2,3 dihydro-2,3 dihydroxybenzoate synthase) (Superoxide-inducible protein 1) (SOI1)	dhbB BSU31970	Bacillus subtilis (strain 168)	3.3.2.1	35,107		P45743
O34827	YKUM_BACSU	Uncharacterized HTH-type transcriptional regulator YkuM	ykuM BSU14140	Bacillus subtilis (strain 168)		33,912		O34827
P96623	YDCF_BACSU	Uncharacterized protein YdcF	ydcF BSU04750	Bacillus subtilis (strain 168)		11,241		P96623
P96635	NICK_BACSU	Putative DNA relaxase NicK	nicK ydcR BSU04870	Bacillus subtilis (strain 168)		40,944		P96635
P0CI73	GLMS_BACSU	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase) (GFAT) (Glucosamine-6-phosphate synthase) (Hexosephosphate aminotransferase) (L-glutamine--D-fructose-6-phosphate amidotransferase)	glmS gcaA ybxD BSU01780	Bacillus subtilis (strain 168)	2.6.1.16	65,338		P0CI73
P35538	FLHB_BACSU	Flagellar biosynthetic protein FlhB	flhB BSU16380	Bacillus subtilis (strain 168)		41,097		P35538
P96703	YDGE_BACSU	Uncharacterized N-acetyltransferase YdgE (EC 2.3.1.-)	ydgE BSU05600	Bacillus subtilis (strain 168)	2.3.1.-	18,374		P96703
O31959	YOMY_BACSU	SPbeta prophage-derived uncharacterized protein YomY	yomY BSU21180	Bacillus subtilis (strain 168)		9,489		O31959
P46910	ARFM_BACSU	Probable transcription regulator ArfM (Anaerobic respiration and fermentation modulator)	arfM BSU37290	Bacillus subtilis (strain 168)		18,136		P46910
P24809	YQXJ_BACSU	Uncharacterized protein YqxJ (ORF5)	yqxJ yqdF BSU25880	Bacillus subtilis (strain 168)		14,341		P24809
O34857	ROK_BACSU	Repressor Rok	rok ykuW BSU14240	Bacillus subtilis (strain 168)		21,840	5ZUX;5ZUZ;	O34857
O31562	YFIT_BACSU	Putative metal-dependent hydrolase YfiT (EC 3.-.-.-)	yfiT BSU08390	Bacillus subtilis (strain 168)	3.-.-.-	20,666	1RXQ;	O31562
O35040	YKOQ_BACSU	Uncharacterized metallophosphoesterase YkoQ (EC 3.1.-.-)	ykoQ BSU13370	Bacillus subtilis (strain 168)	3.1.-.-	30,877		O35040
O32000	YOKG_BACSU	SPbeta prophage-derived pesticidal crystal protein-like YokG	yokG BSU21600	Bacillus subtilis (strain 168)		40,743		O32000
O34340	FABF_BACSU	3-oxoacyl-[acyl-carrier-protein] synthase 2 (EC 2.3.1.179) (3-oxoacyl-[acyl-carrier-protein] synthase II) (Beta-ketoacyl-ACP synthase II) (KAS II)	fabF yjaY BSU11340	Bacillus subtilis (strain 168)	2.3.1.179	44,005	4LS5;4LS6;4LS7;4LS8;	O34340
O34984	YODQ_BACSU	Uncharacterized metallohydrolase YodQ (EC 3.-.-.-)	yodQ argE yokP BSU19710	Bacillus subtilis (strain 168)	3.-.-.-	48,555		O34984
P94483	YNAE_BACSU	Uncharacterized protein YnaE	ynaE BSU17530	Bacillus subtilis (strain 168)		25,816		P94483
O34764	SAT1_BACSU	Sulfate adenylyltransferase (EC 2.7.7.4) (ATP-sulfurylase) (Sulfate adenylate transferase) (SAT)	sat ylnB BSU15590	Bacillus subtilis (strain 168)	2.7.7.4	42,884		O34764
P37510	YYAN_BACSU	Uncharacterized HTH-type transcriptional regulator YyaN	yyaN BSU40800	Bacillus subtilis (strain 168)		16,049		P37510
O31962	YOMV_BACSU	SPbeta prophage-derived uncharacterized protein YomV	yomV BSU21210	Bacillus subtilis (strain 168)		27,776		O31962
P54484	YQGA_BACSU	Cell wall-binding protein YqgA	yqgA BSU25050	Bacillus subtilis (strain 168)		15,353		P54484
O34401	YOPX_BACSU	SPbeta prophage-derived uncharacterized protein YopX	yopX BSU20730	Bacillus subtilis (strain 168)		15,194	2I2L;	O34401
P45950	YQBQ_BACSU	Uncharacterized protein YqbQ	yqbQ BSU26010	Bacillus subtilis (strain 168)		37,049		P45950
P23452	FLIL_BACSU	Flagellar protein FliL	fliL BSU16300	Bacillus subtilis (strain 168)		15,594		P23452
O34798	PDAC_BACSU	Peptidoglycan-N-acetylmuramic acid deacetylase PdaC (Peptidoglycan MurNAc deacetylase) (EC 3.5.1.-) (Polysaccharide deacetylase PdaC)	pdaC yjeA BSU12100	Bacillus subtilis (strain 168)	3.5.1.-	53,839	6H8L;6H8N;	O34798
O34879	YKUO_BACSU	Uncharacterized protein YkuO	ykuO BSU14160	Bacillus subtilis (strain 168)		33,618		O34879
O32108	YUIC_BACSU	Uncharacterized protein YuiC	yuiC BSU32070	Bacillus subtilis (strain 168)		24,454	4WJT;4WLI;4WLK;	O32108
O32165	SUFD_BACSU	FeS cluster assembly protein SufD	sufD yurX BSU32700	Bacillus subtilis (strain 168)		48,293		O32165
O32073	YTZC_BACSU	Uncharacterized protein YtzC	ytzC BSU30470	Bacillus subtilis (strain 168)		10,744		O32073
P54473	ISPH_BACSU	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (HMBPP reductase) (EC 1.17.7.4)	ispH yqfP BSU25160	Bacillus subtilis (strain 168)	1.17.7.4	34,958		P54473
O31969	YOMO_BACSU	SPbeta prophage-derived uncharacterized protein YomO	yomO BSU21280	Bacillus subtilis (strain 168)		19,204		O31969
